year,unitid,inst_name,state_abbr,inst_control,institution_level,number_admitted,number_applied,reqt_hs_rank,reqt_test_scores,reqt_other_test,reqt_toefl,years_college_reqd,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,inst_status,degree_granting,open_public,postsec_public_active_title_iv,inst_category,primarily_postsecondary,offering_highest_degree,offering_highest_level,offering_undergrad,inst_affiliation,student_faculty_ratio,tuition_payment_plan
"2022","461829","Cinta Aveda Institute","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","No"
"2022","112172","Citrus College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","112181","Citrus Heights Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","112190","City College of San Francisco","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","112251","Claremont Graduate University","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2022","488387","Claremont Lincoln University","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","112260","Claremont McKenna College","CA","Private not-for-profit","Four or more years","591","5709","Considered","Considered","Neither required nor recommended","Required","Not applicable","No","Considered","Required","Required","Required","Neither required nor recommended","90","28","56","17","710","760","730","790","33","35","34","36","31","35","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","124283","Claremont School of Theology","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Private not-for-profit (religious affiliation)","","Yes"
"2022","112367","Clovis Adult Education","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Public","","No"
"2022","489201","Clovis Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","449393","Coachella Valley Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","485412","Coachella Valley Beauty College-Hemet","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","112376","Coast Community College District Office","CA","Public","At least two but less than four years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Not applicable"
"2022","450988","Coastline Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","112385","Coastline Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","112455","Coba Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","108667","College of Alameda","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","Yes"
"2022","118347","College of Marin","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","122791","College of San Mateo","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","111461","College of the Canyons","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","113573","College of the Desert","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","Yes"
"2022","121707","College of the Redwoods","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","123217","College of the Sequoias","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","Yes"
"2022","123484","College of the Siskiyous","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","Yes"
"2022","112570","Columbia College Hollywood","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","112561","Columbia College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","446163","Community Christian College","CA","Private not-for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","112686","Compton College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","123679","Concorde Career College-Garden Grove","CA","Private for-profit","At least two but less than four years","467","485","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Private for-profit","","Yes"
"2022","124937","Concorde Career College-North Hollywood","CA","Private for-profit","At least two but less than four years","219","226","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Private for-profit","","Yes"
"2022","124706","Concorde Career College-San Bernardino","CA","Private for-profit","At least two but less than four years","383","383","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Private for-profit","","Yes"
"2022","120661","Concorde Career College-San Diego","CA","Private for-profit","At least two but less than four years","252","263","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Private for-profit","","Yes"
"2022","112075","Concordia University-Irvine","CA","Private not-for-profit","Four or more years","2467","3576","Considered","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Considered","Considered","Considered","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","","Yes"
"2022","112826","Contra Costa College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","112817","Contra Costa Community College District Office","CA","Public","At least two but less than four years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Associate's degree","Associate's degree","Yes","Public","","Not applicable"
"2022","491950","Contra Costa Medical Career College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Private for-profit","","Yes"
"2022","395362","Copper Mountain Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","Yes"
"2022","459189","Cosmo Beauty Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","113096","Cosumnes River College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","113111","Crafton Hills College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","371830","CRU Institute of Cosmetology and Barbering","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","113193","Cuesta College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","113218","Cuyamaca College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","Yes"
"2022","113236","Cypress College","CA","Public","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","","No"
"2022","496469","Daybreak University","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2022","113333","De Anza College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","488192","DeHart Technical School","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","113537","Dell'Arte International School of Physical Theatre","CA","Private not-for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","113582","Design Institute of San Diego","CA","Private for-profit","Four or more years","8","8","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","","Yes"
"2022","441256","Design's School of Cosmetology","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","482431","DeVry University-California","CA","Private for-profit","Four or more years","142","354","Neither required nor recommended","Considered","Considered","Considered","Not applicable","No","Required","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","0","0","3","3","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","","Yes"
"2022","113616","Dharma Realm Buddhist University","CA","Private not-for-profit","Four or more years","6","11","Considered","Considered","Considered","Required","Not applicable","No","Required","Required","Considered","Required","Considered","0","0","0","0","","","","","","","","","","","Restore (active), restored to the current universe","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","","No"
"2022","113634","Diablo Valley College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","476780","Diamond Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","395690","Diversified Vocational College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV NOT primarily postsecondary institution","Nondegree-granting, sub-baccalaureate","No","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","","Yes"
"2022","113704","Dominican School of Philosophy & Theology","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Master's degree","No","Private not-for-profit (religious affiliation)","","Yes"
"2022","113698","Dominican University of California","CA","Private not-for-profit","Four or more years","1627","1746","Considered","Considered","Considered","Required","Not applicable","No","Considered","Considered","Considered","Considered","Considered","8","4","5","2","520","623","568","613","23","25","22","24","23","26","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","","Yes"
"2022","122117","Dongguk University Los Angeles","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2022","371690","Downey Adult School","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV NOT primarily postsecondary institution","Nondegree-granting, sub-baccalaureate","No","Non–degree granting","At least two, but less than four academic years","Yes","Public","","No"
"2022","113856","East Los Angeles College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","113980","El Camino Community College District","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","461607","Elite Cosmetology School","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","114114","Emperor's College of Traditional Oriental Medicine","CA","Private for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private for-profit","","Yes"
"2022","114123","Empire College","CA","Private for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private for-profit","","Yes"
"2022","124487","Epic Bible College & Graduate School","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","","Yes"
"2022","492306","Escondido Adult School","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Non-Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Public","","Yes"
"2022","417062","Estes Institute of Cosmetology Arts and Science","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","114266","Evergreen Valley College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","114433","Feather River Community College District","CA","Public","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","","No"
"2022","114460","Federico Beauty Institute","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","114354","FIDM-Fashion Institute of Design & Merchandising","CA","Private for-profit","Four or more years","828","1985","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","2","No","Required","Required","Considered","Required","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","","Yes"
"2022","114549","Fielding Graduate University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2022","114585","Five Branches University","CA","Private for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private for-profit","","Yes"
"2022","476513","Flair Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","444219","Folsom Lake College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","114716","Foothill College","CA","Public","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","","Yes"
"2022","114831","Foothill-De Anza Community College District","CA","Public","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","","Not applicable"
"2022","114734","Franciscan School of Theology","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Post-master's certificate","No","Private not-for-profit (religious affiliation)","","Yes"
"2022","114761","Fredrick and Charles Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","","Yes"
"2022","372073","Fremont University","CA","Private for-profit","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","","Yes"
"2022","114789","Fresno City College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Yes"
"2022","114813","Fresno Pacific University","CA","Private not-for-profit","Four or more years","624","832","Considered","Considered","Neither required nor recommended","Required","Not applicable","No","Required","Required","Required","Considered","Considered","0","0","0","0","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","","Yes"
"2022","114840","Fuller Theological Seminary","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Private not-for-profit (religious affiliation)","","Yes"
"2022","114859","Fullerton College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","No"
"2022","461254","Galaxy Medical College","CA","Private for-profit","At least two but less than four years","36","40","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Considered","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","","Yes"
"2022","114938","Gavilan College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","","No"
"2022","114947","Gemological Institute of America-Carlsbad","CA","Private not-for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private not-for-profit (no religious affiliation)","","No"
